transaction_id,business_id,transaction_date,transaction_type,category,amount,opening_balance,closing_balance,reference_entity,reference_id,description
TXN_00000082,MSME_GJ_0001,2026-01-20 15:59:00,DEBIT,SALARY,1642062.26,5679869.32,4037807.06,EXPENSE,EXP_0000062,NEFT-Monthly employee payroll
TXN_00000083,MSME_GJ_0001,2026-01-24 09:29:00,DEBIT,RENT,547354.09,4037807.06,3490452.97,EXPENSE,EXP_0000063,NetBanking-Commercial office/warehouse rent
TXN_00000084,MSME_GJ_0001,2026-01-29 12:09:00,DEBIT,MAINTENANCE,138939.75,3490452.97,3351513.22,EXPENSE,EXP_0000068,UPI-Maintenance operational expenditure
TXN_00000085,MSME_GJ_0001,2026-01-29 13:22:00,DEBIT,TRANSPORTATION,876670.17,3351513.22,2474843.05,EXPENSE,EXP_0000070,IMPS-Transportation operational expenditure
TXN_00000086,MSME_GJ_0001,2026-01-29 15:26:00,DEBIT,UTILITIES,1094708.17,2474843.05,1380134.88,EXPENSE,EXP_0000064,UPI-Electricity and water utility charges
TXN_00000087,MSME_GJ_0001,2026-01-31 16:46:00,DEBIT,RAW_MATERIALS,3985717.42,1380134.88,-2605582.54,EXPENSE,EXP_0000067,NEFT-Operational material procurement
TXN_00000088,MSME_GJ_0001,2026-02-08 16:53:00,CREDIT,CUSTOMER_PAYMENT,4543383.23,-2605582.54,1937800.69,INVOICE,INV_0000021,"Payment received from Prakash, Sarma and Varughese Enterprises"
TXN_00000089,MSME_GJ_0001,2026-02-10 15:07:00,DEBIT,RAW_MATERIALS,125803.02,1937800.69,1811997.67,EXPENSE,EXP_0000066,Cheque-Operational material procurement
TXN_00000090,MSME_GJ_0001,2026-02-12 12:42:00,DEBIT,RAW_MATERIALS,449763.61,1811997.67,1362234.06,EXPENSE,EXP_0000065,Cheque-Operational material procurement
TXN_00000091,MSME_GJ_0001,2026-02-12 16:06:00,DEBIT,TRANSPORTATION,261549.61,1362234.06,1100684.45,EXPENSE,EXP_0000069,NetBanking-Transportation operational expenditure
TXN_00000092,MSME_GJ_0001,2026-02-13 14:27:00,CREDIT,CUSTOMER_PAYMENT,1652562.45,1100684.45,2753246.9,INVOICE,INV_0000020,"Payment received from Iyer, Muni and Rastogi Distributors"
TXN_00000093,MSME_GJ_0001,2026-02-17 15:30:00,CREDIT,CUSTOMER_PAYMENT,2731202.5,2753246.9,5484449.4,INVOICE,INV_0000025,Payment received from Amble Inc Trading
TXN_00000094,MSME_GJ_0001,2026-02-19 14:30:00,DEBIT,GST_PAYMENT,871914.54,5484449.4,4612534.86,GST,GST_0000006,GST Payment Challan 2026-01 GSTR-3B
TXN_00000095,MSME_GJ_0001,2026-02-20 17:50:00,DEBIT,SALARY,1539207.55,4612534.86,3073327.31,EXPENSE,EXP_0000071,NEFT-Monthly employee payroll
TXN_00000096,MSME_GJ_0001,2026-02-20 17:54:00,CREDIT,CUSTOMER_PAYMENT,939138.45,3073327.31,4012465.76,INVOICE,INV_0000016,"Payment received from Sunder, Biswas and Walia Enterprises"
TXN_00000097,MSME_GJ_0001,2026-02-21 16:36:00,DEBIT,MARKETING,159400.14,4012465.76,3853065.62,EXPENSE,EXP_0000083,NetBanking-Marketing operational expenditure
TXN_00000098,MSME_GJ_0001,2026-02-22 13:09:00,CREDIT,CUSTOMER_PAYMENT,2046501.05,3853065.62,5899566.67,INVOICE,INV_0000024,Payment received from Karpe PLC Enterprises
TXN_00000099,MSME_GJ_0001,2026-02-24 09:27:00,DEBIT,RAW_MATERIALS,503419.76,5899566.67,5396146.91,EXPENSE,EXP_0000079,NEFT-Operational material procurement
TXN_00000100,MSME_GJ_0001,2026-02-24 10:33:00,DEBIT,TRANSPORTATION,325873.86,5396146.91,5070273.05,EXPENSE,EXP_0000084,NetBanking-Transportation operational expenditure
TXN_00000101,MSME_GJ_0001,2026-02-24 12:36:00,DEBIT,RENT,513069.18,5070273.05,4557203.87,EXPENSE,EXP_0000072,NetBanking-Commercial office/warehouse rent
TXN_00000102,MSME_GJ_0001,2026-02-25 15:09:00,CREDIT,CUSTOMER_PAYMENT,3571484.84,4557203.87,8128688.71,INVOICE,INV_0000018,Payment received from Gandhi-Lanka Distributors
TXN_00000103,MSME_GJ_0001,2026-02-26 15:16:00,DEBIT,SOFTWARE,421725.81,8128688.71,7706962.9,EXPENSE,EXP_0000081,UPI-Software operational expenditure
TXN_00000104,MSME_GJ_0001,2026-03-01 10:34:00,DEBIT,UTILITIES,1026138.37,7706962.9,6680824.53,EXPENSE,EXP_0000073,UPI-Electricity and water utility charges
TXN_00000105,MSME_GJ_0001,2026-03-05 13:20:00,DEBIT,RAW_MATERIALS,382273.14,6680824.53,6298551.39,EXPENSE,EXP_0000077,NEFT-Operational material procurement
TXN_00000106,MSME_GJ_0001,2026-03-06 11:51:00,DEBIT,RAW_MATERIALS,777305.63,6298551.39,5521245.76,EXPENSE,EXP_0000075,RTGS-Operational material procurement
TXN_00000107,MSME_GJ_0001,2026-03-06 14:04:00,DEBIT,RAW_MATERIALS,2072810.92,5521245.76,3448434.84,EXPENSE,EXP_0000076,NEFT-Operational material procurement
TXN_00000108,MSME_GJ_0001,2026-03-07 16:14:00,DEBIT,RAW_MATERIALS,421902.91,3448434.84,3026531.93,EXPENSE,EXP_0000074,Cheque-Operational material procurement
TXN_00000109,MSME_GJ_0001,2026-03-08 16:18:00,CREDIT,CUSTOMER_PAYMENT,6897972.41,3026531.93,9924504.34,INVOICE,INV_0000026,"Payment received from Bhargava, Karnik and Bir Trading"
TXN_00000110,MSME_GJ_0001,2026-03-10 13:26:00,DEBIT,RAW_MATERIALS,117864.15,9924504.34,9806640.19,EXPENSE,EXP_0000078,NEFT-Operational material procurement
TXN_00000111,MSME_GJ_0001,2026-03-13 09:29:00,DEBIT,MISCELLANEOUS,27926.3,9806640.19,9778713.89,EXPENSE,EXP_0000080,UPI-Miscellaneous operational expenditure
TXN_00000112,MSME_GJ_0001,2026-03-16 11:57:00,CREDIT,CUSTOMER_PAYMENT,2715057.8,9778713.89,12493771.69,INVOICE,INV_0000019,"Payment received from Sampath, Kakar and Zacharia Enterprises"
TXN_00000113,MSME_GJ_0001,2026-03-16 12:19:00,CREDIT,CUSTOMER_PAYMENT,721253.22,12493771.69,13215024.91,INVOICE,INV_0000022,Payment received from Dara-Kota Distributors
TXN_00000114,MSME_GJ_0001,2026-03-18 09:14:00,DEBIT,TRANSPORTATION,262235.32,13215024.91,12952789.59,EXPENSE,EXP_0000082,NetBanking-Transportation operational expenditure
TXN_00000115,MSME_GJ_0001,2026-03-19 14:30:00,DEBIT,GST_PAYMENT,823821.25,12952789.59,12128968.34,GST,GST_0000007,GST Payment Challan 2026-02 GSTR-3B
TXN_00000116,MSME_GJ_0001,2026-03-22 13:19:00,DEBIT,SALARY,1566557.04,12128968.34,10562411.3,EXPENSE,EXP_0000085,NEFT-Monthly employee payroll
TXN_00000117,MSME_GJ_0001,2026-03-23 13:43:00,DEBIT,RAW_MATERIALS,1125799.17,10562411.3,9436612.13,EXPENSE,EXP_0000093,NEFT-Operational material procurement
TXN_00000118,MSME_GJ_0001,2026-03-25 13:35:00,DEBIT,RAW_MATERIALS,1109177.89,9436612.13,8327434.24,EXPENSE,EXP_0000090,NEFT-Operational material procurement
TXN_00000119,MSME_GJ_0001,2026-03-25 14:58:00,DEBIT,RAW_MATERIALS,102671.17,8327434.24,8224763.07,EXPENSE,EXP_0000089,Cheque-Operational material procurement
TXN_00000120,MSME_GJ_0001,2026-03-26 16:02:00,DEBIT,RENT,522185.68,8224763.07,7702577.39,EXPENSE,EXP_0000086,NetBanking-Commercial office/warehouse rent
TXN_00000121,MSME_GJ_0001,2026-03-28 13:49:00,DEBIT,RAW_MATERIALS,809438.9,7702577.39,6893138.49,EXPENSE,EXP_0000088,Cheque-Operational material procurement
TXN_00000122,MSME_GJ_0001,2026-03-28 14:36:00,DEBIT,TRANSPORTATION,47056.84,6893138.49,6846081.65,EXPENSE,EXP_0000095,UPI-Transportation operational expenditure
TXN_00000123,MSME_GJ_0001,2026-03-28 16:49:00,DEBIT,PROFESSIONAL_FEES,154470.93,6846081.65,6691610.72,EXPENSE,EXP_0000094,NetBanking-Professional Fees operational expenditure
TXN_00000124,MSME_GJ_0001,2026-03-31 16:01:00,DEBIT,UTILITIES,1044371.36,6691610.72,5647239.36,EXPENSE,EXP_0000087,UPI-Electricity and water utility charges
TXN_00000125,MSME_GJ_0001,2026-04-02 12:23:00,DEBIT,MAINTENANCE,104406.52,5647239.36,5542832.84,EXPENSE,EXP_0000096,UPI-Maintenance operational expenditure
TXN_00000126,MSME_GJ_0001,2026-04-05 12:32:00,DEBIT,MISCELLANEOUS,224829.67,5542832.84,5318003.17,EXPENSE,EXP_0000097,IMPS-Miscellaneous operational expenditure
TXN_00000127,MSME_GJ_0001,2026-04-07 12:20:00,DEBIT,RAW_MATERIALS,819074.47,5318003.17,4498928.7,EXPENSE,EXP_0000092,Cheque-Operational material procurement
TXN_00000128,MSME_GJ_0001,2026-04-11 11:07:00,DEBIT,RAW_MATERIALS,385385.74,4498928.7,4113542.96,EXPENSE,EXP_0000091,Cheque-Operational material procurement
TXN_00000129,MSME_GJ_0001,2026-04-13 11:05:00,CREDIT,CUSTOMER_PAYMENT,1549711.07,4113542.96,5663254.03,INVOICE,INV_0000023,Payment received from Bhatt LLC Distributors
TXN_00000130,MSME_GJ_0001,2026-04-13 16:06:00,CREDIT,CUSTOMER_PAYMENT,6657289.7,5663254.03,12320543.73,INVOICE,INV_0000029,Payment received from Zacharia and Sons Distributors
TXN_00000131,MSME_GJ_0001,2026-04-15 13:36:00,DEBIT,MISCELLANEOUS,687669.3,12320543.73,11632874.43,EXPENSE,EXP_0000098,IMPS-Miscellaneous operational expenditure
TXN_00000132,MSME_GJ_0001,2026-04-17 14:30:00,DEBIT,GST_PAYMENT,657690.66,11632874.43,10975183.77,GST,GST_0000008,GST Payment Challan 2026-03 GSTR-3B
TXN_00000133,MSME_GJ_0001,2026-04-22 15:48:00,DEBIT,SALARY,1581972.89,10975183.77,9393210.88,EXPENSE,EXP_0000099,NEFT-Monthly employee payroll
TXN_00000134,MSME_GJ_0001,2026-04-23 11:52:00,DEBIT,SOFTWARE,41417.62,9393210.88,9351793.26,EXPENSE,EXP_0000107,UPI-Software operational expenditure
TXN_00000135,MSME_GJ_0001,2026-04-23 17:42:00,CREDIT,CUSTOMER_PAYMENT,1652155.28,9351793.26,11003948.54,INVOICE,INV_0000027,Payment received from Narayanan Inc Trading
TXN_00000136,MSME_GJ_0001,2026-04-25 09:20:00,CREDIT,CUSTOMER_PAYMENT,2362155.51,11003948.54,13366104.05,INVOICE,INV_0000031,Payment received from Gupta-Chandra Trading
TXN_00000137,MSME_GJ_0001,2026-04-26 10:11:00,DEBIT,RENT,527324.3,13366104.05,12838779.75,EXPENSE,EXP_0000100,NetBanking-Commercial office/warehouse rent
TXN_00000138,MSME_GJ_0001,2026-04-26 10:59:00,DEBIT,TRANSPORTATION,126634.71,12838779.75,12712145.04,EXPENSE,EXP_0000110,UPI-Transportation operational expenditure
TXN_00000139,MSME_GJ_0001,2026-04-26 11:11:00,DEBIT,RAW_MATERIALS,8797.73,12712145.04,12703347.31,EXPENSE,EXP_0000103,RTGS-Operational material procurement
TXN_00000140,MSME_GJ_0001,2026-04-27 12:41:00,DEBIT,RAW_MATERIALS,316739.34,12703347.31,12386607.97,EXPENSE,EXP_0000106,RTGS-Operational material procurement
TXN_00000141,MSME_GJ_0001,2026-04-28 17:41:00,CREDIT,CUSTOMER_PAYMENT,7509959.4,12386607.97,19896567.37,INVOICE,INV_0000034,"Payment received from Bhagat, Chaudhari and Bhat Enterprises"
TXN_00000142,MSME_GJ_0001,2026-05-01 14:20:00,DEBIT,UTILITIES,1054648.6,19896567.37,18841918.77,EXPENSE,EXP_0000101,UPI-Electricity and water utility charges
